player,team,agents,rounds_played,rating,acs,adr,kpr,apr,fkpr,fdpr,kills,deaths,assists,first_kills,first_deaths,hs_pct,clutch_success_pct,clutches_won_played,max_kills_map,tournament,stage,match_type,map,game_id,match_id,kdr,kad,fk_fd_diff,hs_rate,clutch_rate
ImHashi,HellBoy e Amigos,"astra, viper",66,0.73,127.0,84.0,0.44,0.39,0.05,0.06,29,49,26,3,4,16.0,0.0,0/10,12,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.5918367346938775,1.1224489795918366,-1,0.16,0.0
JOTTA,Sphynx,"breach, kayo, sage",97,1.01,185.0,117.0,0.64,0.51,0.08,0.14,62,69,49,8,14,18.0,27.0,3/11,19,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8985507246376812,1.608695652173913,-6,0.18,0.2727272727272727
JamaiK,improvisad0,"killjoy, viper",102,1.06,197.0,129.0,0.68,0.2,0.08,0.07,69,67,20,8,7,16.0,0.0,0/10,24,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0298507462686568,1.328358208955224,1,0.16,0.0
Jiraiya,Motos Muito Rápidas,"kayo, reyna, skye",125,1.15,224.0,148.0,0.79,0.34,0.12,0.07,99,89,42,15,9,22.0,20.0,3/15,22,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.1123595505617978,1.5842696629213484,6,0.22,0.2
José,CBDR,"kayo, viper",30,0.51,120.0,80.0,0.37,0.3,0.03,0.13,11,27,9,1,4,13.0,0.0,0/6,6,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4074074074074074,0.7407407407407407,-3,0.13,0.0
JotaEFI,FALTAM 2 MIN,jett,31,,128.0,78.0,0.42,0.06,0.16,0.16,13,29,2,5,5,32.0,50.0,1/2,9,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4482758620689655,0.5172413793103449,0,0.32,0.5
Kaizin,Tropa do Litoral,sova,30,0.6,159.0,100.0,0.53,0.1,0.13,0.13,16,30,3,4,4,24.0,0.0,0/5,8,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.5333333333333333,0.6333333333333333,0,0.24,0.0
Kawe,Esquema Único,"brimstone, killjoy",37,,96.0,66.0,0.32,0.03,0.0,0.16,12,30,1,0,6,15.0,0.0,0/1,7,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4,0.4333333333333333,-6,0.15,0.0
Keitarosky,OS GURI DA GERAL DO GREMIO,sova,140,1.0,209.0,140.0,0.71,0.21,0.08,0.07,100,100,29,11,10,27.0,18.0,3/17,21,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0,1.29,1,0.27,0.1764705882352941
Kennay,n0gravity,"cypher, viper",44,0.81,188.0,122.0,0.66,0.3,0.09,0.07,29,35,13,4,3,21.0,0.0,0/4,22,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8285714285714286,1.2,1,0.21,0.0
Kielve,Zenith,"killjoy, omen",36,0.56,138.0,86.0,0.42,0.14,0.06,0.19,15,29,5,2,7,16.0,0.0,0/3,9,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.5172413793103449,0.6896551724137931,-5,0.16,0.0
Killik,Big Cornos,sova,72,0.83,133.0,91.0,0.44,0.22,0.07,0.07,32,48,16,5,5,25.0,0.0,0/5,10,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6666666666666666,1.0,0,0.25,0.0
Kisa,Agropesca Jacare,"jett, raze",111,0.69,147.0,104.0,0.56,0.11,0.11,0.15,62,86,12,12,17,19.0,18.0,2/11,27,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7209302325581395,0.8604651162790697,-5,0.19,0.1818181818181818
LEEq,Raven Tears,"reyna, skye",31,0.39,119.0,77.0,0.39,0.19,0.03,0.1,12,29,6,1,3,13.0,0.0,0/7,8,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4137931034482758,0.6206896551724138,-2,0.13,0.0
LEOZy,CrossFogo,sova,38,0.88,222.0,157.0,0.71,0.16,0.11,0.08,27,31,6,4,3,32.0,0.0,0/5,15,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8709677419354839,1.064516129032258,1,0.32,0.0
LUKAKU T MACETA,Panda E-Sports,"chamber, kayo",34,0.89,200.0,127.0,0.71,0.21,0.06,0.03,24,29,7,2,1,21.0,20.0,1/5,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8275862068965517,1.0689655172413792,1,0.21,0.2
Lascalt,4 ruim e 1 ruim,"killjoy, sage",196,0.96,170.0,115.0,0.61,0.24,0.08,0.07,119,132,47,16,13,22.0,16.0,5/31,19,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.9015151515151516,1.2575757575757576,3,0.22,0.1612903225806451
Leozin,FALTAM 2 MIN,reyna,31,,204.0,130.0,0.65,0.23,0.23,0.13,20,28,7,7,4,23.0,0.0,0/3,12,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7142857142857143,0.9642857142857144,3,0.23,0.0
Lipe,backyardigans,"jett, reyna",29,0.56,164.0,105.0,0.52,0.07,0.14,0.1,15,27,2,4,3,33.0,0.0,0/5,10,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.5555555555555556,0.6296296296296297,1,0.33,0.0
Lira,Team RUIM,"jett, killjoy",31,0.45,120.0,81.0,0.35,0.03,0.0,0.16,11,28,1,0,5,15.0,20.0,1/5,6,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.3928571428571428,0.4285714285714285,-5,0.15,0.2
LiuOrange,ABC E-sports,reyna,28,0.76,200.0,133.0,0.64,0.29,0.14,0.21,18,27,8,4,6,31.0,0.0,0/4,12,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6666666666666666,0.9629629629629628,-2,0.31,0.0
Loweed,Esquema Único,raze,37,,232.0,170.0,0.68,0.32,0.03,0.05,25,29,12,1,2,12.0,9.0,1/11,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8620689655172413,1.2758620689655171,-1,0.12,0.0909090909090909
Lucks,Team Amazing,"killjoy, sage, sova",151,0.84,174.0,117.0,0.56,0.3,0.06,0.09,85,113,46,9,13,15.0,11.0,1/9,19,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7522123893805309,1.15929203539823,-4,0.15,0.1111111111111111
LuozOG,SG e-Sports,jett,17,0.61,153.0,104.0,0.47,0.18,0.12,0.29,8,15,3,2,5,26.0,0.0,0/1,8,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.5333333333333333,0.7333333333333333,-3,0.26,0.0
Lurks1,Turma do Canal,sova,38,0.88,188.0,125.0,0.61,0.24,0.08,0.16,23,29,9,3,6,27.0,17.0,1/6,12,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7931034482758621,1.103448275862069,-3,0.27,0.1666666666666666
LuxXyyzx,3P,phoenix,37,,254.0,151.0,1.0,0.35,0.14,0.0,37,19,13,5,0,21.0,0.0,0/1,20,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.947368421052632,2.631578947368421,5,0.21,0.0
Mostaruu,Knockdown,"cypher, killjoy, sage",125,0.81,186.0,121.0,0.62,0.3,0.04,0.05,77,97,38,5,6,15.0,8.0,1/13,24,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7938144329896907,1.1855670103092784,-1,0.15,0.0769230769230769
MsyF,Panda E-Sports,sova,34,0.72,172.0,118.0,0.53,0.21,0.06,0.21,18,30,7,2,7,35.0,0.0,0/5,10,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6,0.8333333333333334,-5,0.35,0.0
N0Name,OS GURI DA GERAL DO GREMIO,"astra, reyna",55,0.77,172.0,114.0,0.6,0.2,0.13,0.13,33,41,11,7,7,19.0,0.0,0/5,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8048780487804879,1.0731707317073171,0,0.19,0.0
N3RDOLA,3P,sova,37,,138.0,114.0,0.38,0.62,0.08,0.11,14,21,23,3,4,18.0,0.0,0/1,8,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6666666666666666,1.761904761904762,-1,0.18,0.0
NUNCA MEXA,Erro VAL7,"killjoy, reyna, sage",86,0.65,140.0,102.0,0.55,0.22,0.09,0.19,47,61,19,8,16,23.0,14.0,1/7,25,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7704918032786885,1.0819672131147542,-8,0.23,0.1428571428571428
Nando,Raven Tears,"jett, phoenix",31,0.22,80.0,55.0,0.23,0.06,0.0,0.35,7,29,2,0,11,20.0,0.0,0/1,4,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.2413793103448276,0.3103448275862069,-11,0.2,0.0
Natchanga,Team Amazing,"astra, viper",151,1.02,175.0,118.0,0.65,0.34,0.06,0.05,98,90,51,9,8,20.0,11.0,3/27,19,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0888888888888888,1.6555555555555554,1,0.2,0.1111111111111111
Nev1s,Team RUIM,reyna,14,0.56,160.0,104.0,0.43,0.14,0.07,0.21,6,13,2,1,3,17.0,0.0,0/2,6,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4615384615384615,0.6153846153846154,-2,0.17,0.0
Nicolas N,NGI,jett,34,0.66,199.0,124.0,0.62,0.21,0.15,0.38,21,32,7,5,13,16.0,,,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.65625,0.875,-8,0.16,
Novi,Nox Team Br,jett,59,1.24,308.0,198.0,1.02,0.2,0.22,0.14,60,49,12,13,8,22.0,29.0,2/7,22,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.2244897959183674,1.469387755102041,5,0.22,0.2857142857142857
O0O,backyardigans,"breach, kayo",29,0.4,136.0,80.0,0.45,0.03,0.07,0.14,13,29,1,2,4,42.0,0.0,0/2,10,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4482758620689655,0.4827586206896552,-2,0.42,0.0
Paralyzed ocean,Turma do Canal,"cypher, killjoy",38,0.75,166.0,114.0,0.47,0.21,0.05,0.13,18,30,8,2,5,27.0,10.0,1/10,9,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6,0.8666666666666667,-3,0.27,0.1
Pelego,Esquema Único,"reyna, sage",37,,185.0,101.0,0.57,0.22,0.08,0.14,21,30,8,3,5,12.0,0.0,0/2,11,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7,0.9666666666666668,-2,0.12,0.0
Phobia,mira fofinha,cypher,38,0.45,112.0,79.0,0.32,0.32,0.05,0.26,12,34,12,2,10,19.0,,,6,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.3529411764705882,0.7058823529411765,-8,0.19,
Pinguim,ORN FC Esports,"cypher, killjoy, sage",134,0.79,131.0,95.0,0.48,0.23,0.03,0.04,64,89,31,4,6,24.0,17.0,4/24,18,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7191011235955056,1.0674157303370786,-2,0.24,0.1666666666666666
Pirocoptero,CrossFogo,"jett, kayo",38,0.73,188.0,129.0,0.61,0.29,0.05,0.18,23,31,11,2,7,27.0,0.0,0/2,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7419354838709677,1.096774193548387,-5,0.27,0.0
Poliw,ABC E-sports,astra,28,0.55,129.0,89.0,0.43,0.14,0.11,0.11,12,26,4,3,3,24.0,0.0,0/4,6,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4615384615384615,0.6153846153846154,0,0.24,0.0
PorotiTo,Nox Team Br,"killjoy, sova",59,0.87,185.0,132.0,0.68,0.2,0.05,0.1,40,45,12,3,6,25.0,25.0,2/8,22,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8888888888888888,1.1555555555555554,-3,0.25,0.25
RMZ,CBDR,sova,16,0.65,157.0,115.0,0.44,0.19,0.06,0.19,7,15,3,1,3,10.0,0.0,0/4,7,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4666666666666667,0.6666666666666666,-2,0.1,0.0
RSM,NOTAG,"kayo, viper",34,0.48,125.0,86.0,0.44,0.21,0.09,0.09,15,33,7,3,3,26.0,0.0,0/4,11,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4545454545454545,0.6666666666666666,0,0.26,0.0
RaffaaoT,fakezinn,killjoy,50,1.01,225.0,144.0,0.76,0.16,0.06,0.12,38,37,8,3,6,17.0,20.0,1/5,16,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.027027027027027,1.2432432432432432,-3,0.17,0.2
Ribeiro,BLC,jett,121,1.01,267.0,164.0,0.95,0.14,0.17,0.24,115,98,17,20,29,31.0,11.0,1/9,23,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.173469387755102,1.346938775510204,-9,0.31,0.1111111111111111
Riscardo,VALONEWTONS,sova,151,1.01,191.0,134.0,0.66,0.3,0.04,0.05,99,106,45,6,8,26.0,13.0,3/24,18,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.9339622641509434,1.3584905660377358,-2,0.26,0.125
RoDrax,Sphynx,killjoy,97,1.15,220.0,139.0,0.81,0.19,0.05,0.05,79,66,18,5,5,20.0,21.0,3/14,20,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.196969696969697,1.4696969696969695,0,0.2,0.2142857142857142
Rozeoff,Sharigan Down,"breach, viper",50,1.08,208.0,139.0,0.78,0.16,0.08,0.08,39,35,8,4,4,29.0,22.0,2/9,25,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.1142857142857143,1.3428571428571427,0,0.29,0.2222222222222222
Rype,ORN FC Esports,"raze, reyna",134,1.15,256.0,167.0,0.9,0.21,0.17,0.18,121,100,28,23,24,23.0,0.0,0/11,23,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.21,1.49,-1,0.23,0.0
STRATO,shine,astra,40,0.99,198.0,134.0,0.75,0.15,0.13,0.03,30,30,6,5,1,39.0,14.0,1/7,18,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0,1.2,4,0.39,0.1428571428571428
Sitean,TeamTKL,"jett, sova",63,1.06,243.0,185.0,0.9,0.16,0.14,0.06,57,47,10,9,4,31.0,14.0,2/14,41,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.2127659574468086,1.425531914893617,5,0.31,0.1428571428571428
Skiddy,PUGzeros,"sage, sova",14,0.15,50.0,34.0,0.14,0.21,0.0,0.14,2,14,3,0,2,7.0,0.0,0/1,2,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.1428571428571428,0.3571428571428571,-2,0.07,0.0
SlothP,VALONEWTONS,"chamber, cypher, killjoy, sage",151,0.79,150.0,111.0,0.53,0.25,0.03,0.13,80,106,38,4,20,23.0,25.0,2/8,23,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7547169811320755,1.1132075471698113,-16,0.23,0.25
Snow Tiger Ice,Turma do Canal,astra,38,0.92,194.0,132.0,0.76,0.21,0.08,0.08,29,29,8,3,3,31.0,40.0,2/5,17,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0,1.2758620689655171,0,0.31,0.4
SrRamdom,a crache dos pro,"jett, killjoy",38,0.85,220.0,143.0,0.82,0.03,0.18,0.18,31,31,1,7,7,71.0,33.0,1/3,20,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0,1.032258064516129,0,0.71,0.3333333333333333
SuuN,Raven Tears,"astra, omen",31,0.91,220.0,131.0,0.71,0.26,0.13,0.13,22,26,8,4,4,23.0,29.0,2/7,11,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8461538461538461,1.1538461538461535,0,0.23,0.2857142857142857
TUTTIZ,Sharigan Down,"sage, sova",50,0.83,135.0,92.0,0.42,0.36,0.04,0.04,21,37,18,2,2,24.0,0.0,0/9,11,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.5675675675675675,1.054054054054054,0,0.24,0.0
Thmaster,PUGzeros,"killjoy, sova",14,0.41,165.0,121.0,0.43,0.29,0.07,0.07,6,16,4,1,1,18.0,0.0,0/3,6,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.375,0.625,0,0.18,0.0
Tk4h,Raiju e-sports,"killjoy, viper",54,0.67,140.0,97.0,0.46,0.2,0.09,0.17,25,41,11,5,9,29.0,40.0,2/5,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6097560975609756,0.8780487804878049,-4,0.29,0.4
Towzin,a crache dos pro,"chamber, sova",38,0.7,164.0,114.0,0.53,0.16,0.05,0.11,20,31,6,2,4,27.0,0.0,0/11,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6451612903225806,0.8387096774193549,-2,0.27,0.0
VSN,RDW Esports,"killjoy, viper",181,0.89,188.0,128.0,0.63,0.17,0.1,0.1,114,124,31,19,19,26.0,6.0,1/17,17,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.9193548387096774,1.1693548387096775,0,0.26,0.0588235294117647
Vigo,RDW Esports,astra,76,1.22,250.0,168.0,0.92,0.26,0.11,0.05,70,50,20,8,4,21.0,21.0,3/14,21,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.4,1.8,4,0.21,0.2142857142857142
ZioN,"Aquele lá, OS GURI DA GERAL DO GREMIO","breach, killjoy, sage, skye",115,0.73,138.0,98.0,0.5,0.2,0.04,0.08,57,84,23,5,9,22.0,6.0,1/17,17,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6785714285714286,0.9523809523809524,-4,0.22,0.0588235294117647
aTlz1n,UFMG Fênix,jett,34,0.52,155.0,98.0,0.5,0.09,0.15,0.18,17,30,3,5,6,25.0,17.0,1/6,9,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.5666666666666667,0.6666666666666666,-1,0.25,0.1666666666666666
ackerman,CBDR,reyna,30,0.67,170.0,107.0,0.6,0.13,0.07,0.07,18,27,4,2,2,18.0,0.0,0/4,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6666666666666666,0.8148148148148148,0,0.18,0.0
agp,CBDR,chamber,30,0.58,192.0,114.0,0.67,0.0,0.2,0.17,20,29,0,6,5,43.0,17.0,1/6,10,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6896551724137931,0.6896551724137931,1,0.43,0.1666666666666666
andersJ,A SEITA,"brimstone, omen",41,,134.0,93.0,0.49,0.22,0.0,0.05,20,32,9,0,2,18.0,0.0,0/3,12,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.625,0.90625,-2,0.18,0.0
andzera,Zenith,"astra, sage",36,0.74,139.0,86.0,0.53,0.31,0.03,0.08,19,29,11,1,3,24.0,0.0,0/10,11,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6551724137931034,1.0344827586206895,-2,0.24,0.0
anne,Medellin,"breach, jett",144,0.51,116.0,79.0,0.4,0.15,0.1,0.18,57,120,22,14,26,24.0,9.0,1/11,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.475,0.6583333333333333,-12,0.24,0.0909090909090909
aokpek,BLC,"cypher, sova",121,0.9,176.0,122.0,0.6,0.22,0.06,0.06,73,84,27,7,7,28.0,13.0,2/15,15,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8690476190476191,1.1904761904761905,0,0.28,0.1333333333333333
az9zelll,NOSLEEP,jett,43,,268.0,160.0,0.91,0.26,0.19,0.19,39,37,11,8,8,20.0,29.0,2/7,20,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.054054054054054,1.351351351351351,0,0.2,0.2857142857142857
azurah,G4 GROBIANO,"raze, viper",39,0.75,160.0,106.0,0.54,0.41,0.1,0.1,21,32,16,4,4,12.0,0.0,0/8,15,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.65625,1.15625,0,0.12,0.0
b1hanter,Motos Muito Rápidas,"chamber, sage",84,0.95,212.0,145.0,0.74,0.36,0.06,0.05,62,61,30,5,4,31.0,20.0,1/5,17,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0163934426229508,1.5081967213114753,1,0.31,0.2
bagheera,Nox Team Br,"breach, killjoy, sova",59,0.88,160.0,120.0,0.54,0.2,0.03,0.12,32,45,12,2,7,19.0,14.0,1/7,15,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.7111111111111111,0.9777777777777776,-5,0.19,0.1428571428571428
batJ,NGI,"cypher, kayo",34,0.46,87.0,60.0,0.29,0.12,0.06,0.09,10,30,4,2,3,39.0,0.0,0/7,5,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.3333333333333333,0.4666666666666667,-1,0.39,0.0
belga,HACKERS,"kayo, skye",94,1.06,205.0,133.0,0.71,0.5,0.12,0.1,67,65,47,11,9,25.0,17.0,1/6,19,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0307692307692309,1.7538461538461538,2,0.25,0.1666666666666666
bk,Team RUIM,skye,31,0.37,80.0,60.0,0.26,0.16,0.03,0.13,8,29,5,1,4,26.0,0.0,0/4,6,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.2758620689655172,0.4482758620689655,-3,0.26,0.0
bl0od,The Plain,"chamber, killjoy",43,0.96,192.0,130.0,0.7,0.12,0.14,0.16,30,30,5,6,7,15.0,0.0,0/6,15,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0,1.1666666666666667,-1,0.15,0.0
boreszin,CrossFogo,"omen, viper",38,0.82,122.0,78.0,0.47,0.29,0.03,0.08,18,28,11,1,3,23.0,15.0,2/13,10,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6428571428571429,1.0357142857142858,-2,0.23,0.1538461538461538
brnngz,Tropa do Litoral,"kayo, reyna",30,0.44,123.0,87.0,0.43,0.13,0.03,0.07,13,28,4,1,2,31.0,33.0,1/3,9,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4642857142857143,0.6071428571428571,-1,0.31,0.3333333333333333
cAndzera,Zenith,jett,36,0.84,213.0,136.0,0.78,0.03,0.14,0.31,28,32,1,5,11,41.0,0.0,0/3,18,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.875,0.90625,-6,0.41,0.0
chl,ROLO COMPRESSOR,yoru,148,1.16,225.0,148.0,0.78,0.16,0.11,0.07,115,94,23,17,11,30.0,20.0,4/20,25,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.2234042553191489,1.4680851063829787,6,0.3,0.2
d1rk,NGI,"astra, viper",34,0.65,148.0,101.0,0.5,0.12,0.03,0.03,17,28,4,1,1,29.0,11.0,1/9,11,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.6071428571428571,0.75,0,0.29,0.1111111111111111
dEriow,lancheira da nina,"astra, breach, sova",57,0.85,201.0,128.0,0.65,0.26,0.18,0.26,37,50,15,10,15,24.0,50.0,1/2,15,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.74,1.04,-5,0.24,0.5
dakoN,OS GURI DA GERAL DO GREMIO,"astra, sage",85,1.02,192.0,122.0,0.74,0.21,0.09,0.07,63,58,18,8,6,22.0,7.0,1/14,16,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0862068965517242,1.396551724137931,2,0.22,0.0714285714285714
decow1,badcovid,sage,53,,178.0,121.0,0.6,0.58,0.09,0.02,32,36,31,5,1,27.0,11.0,1/9,24,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8888888888888888,1.75,4,0.27,0.1111111111111111
eclipse,Griffos E-Sports,sova,37,0.63,116.0,90.0,0.38,0.35,0.08,0.05,14,32,13,3,2,45.0,0.0,0/1,9,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4375,0.84375,1,0.45,0.0
elpizera,Zenith,"killjoy, skye",36,0.61,138.0,86.0,0.44,0.22,0.03,0.08,16,30,8,1,3,15.0,0.0,0/2,9,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.5333333333333333,0.8,-2,0.15,0.0
f1fas,Jacarezinho,skye,38,0.47,105.0,79.0,0.32,0.32,0.03,0.16,12,31,12,1,6,29.0,0.0,0/2,7,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.3870967741935484,0.7741935483870968,-5,0.29,0.0
fanp,lancheira da nina,jett,57,0.57,120.0,85.0,0.37,0.16,0.04,0.11,21,46,9,2,6,14.0,0.0,0/4,13,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4565217391304347,0.6521739130434783,-4,0.14,0.0
fear,Panda E-Sports,viper,34,0.6,149.0,108.0,0.41,0.21,0.09,0.15,14,31,7,3,5,19.0,0.0,0/5,7,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.4516129032258064,0.6774193548387096,-2,0.19,0.0
feh,5 homens e 1 segredo,"breach, kayo, raze",114,0.95,168.0,118.0,0.59,0.37,0.04,0.06,67,75,42,5,7,22.0,13.0,1/8,21,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,0.8933333333333333,1.4533333333333334,-2,0.22,0.125
fopzn,100paz,jett,45,0.98,242.0,157.0,0.91,0.07,0.2,0.18,41,38,3,9,8,34.0,50.0,1/2,21,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0789473684210529,1.1578947368421053,1,0.34,0.5
forbanz,VALONEWTONS,"jett, raze",151,1.06,231.0,149.0,0.78,0.15,0.15,0.15,118,109,23,22,22,25.0,12.0,2/17,20,Champions Tour Brazil Stage 1: Challengers 1,All Stages,All Match Types,,,,1.0825688073394495,1.2935779816513762,0,0.25,0.1176470588235294
